chassis,15168,KHASIY,ĉħassïs0
linguists,15169,LINGWISTS,liñgυists
unambiguous,15170,UNAMBIGUEUS,unambigûòús
assertive,15171,ASURTIV,ássèŕtivè
piccadilly,15172,PIKADILIY,piccádillý
miraculous,15173,MIRAKUELUS,míracûlòús
utilised,15174,UETILUYZD1,ûtílîśèd
fins,15175,FINZ1,finś
usable,15176,UEZABL,ûśáblè
brooding,15177,BROODING,bröòdiñg0
trouser,15178,TROWZA,trõùśèŕ
assassin,15180,ASASIN,ássassín
vernacular,15182,VURNAKUELA,vèŕnacûlàŕ
duplication,15184,DUEPLIKEYSHN,dûplícâţìòn
broaden,15185,BRAWDEN,brøàdén
anton,15186,ANTON,anton
botanical,15187,BOTANIKAL,bótanicál
rotary,15189,ROETARIY,rôtárý
chipped,15190,KHIPT,ĉħippèð
unchipped,15190,UNKHIPT,unĉħippèð
patchy,15191,PATKHIY,patĉħý
sybase,15193,SUYBEYS,sŷbâsè
patrols,15194,PATROELZ,pátrôlś
galloway,15195,GALOEWAE,gallôwãý
override,15196,OEVERUYD,ôverrîdè
defy,15197,DIFUY,dėfŷ
defying,15197,DIFUYING,dėfŷiñg0
experimenting,15198,EKSPERIMENTING,experímentiñg0
superficially,15199,SOOPURFISHIALIY,süpèŕfićiállý
advertisers,15200,ADVURTUYZAZ,advèŕtîśèŕś
mosque,15201,MOSK,mosqùè
onslaught,15202,ONSLAWT,onslåùg0ħt
sectarian,15203,SEKTERIYAN,sectã#rïán
marrow,15204,MAROE,marrôw0
marrows,15204,MAROEZ,marrôw0ś
shortest,15205,SHAWTIST,ŝħør#tėst
misguided,15206,MISGUYDID,misgùîdėd
ferocious,15207,FEROESHUS,férôćìòús
emotive,15209,IMOETIV,ėmôtivè
pans,15210,PANZ,panś
shipment,15211,SHIPMENT,ŝħipmént
defiantly,15212,DIFUYANTLIY,dėfîántlý
deity,15213,DIYITIY,dêítý
yu,15214,YOO2,yü
parasite,15215,PARASUYT,parásîtè
informants,15216,INFAWMANTS,infør#mánts
pringle,15217,PRINGL,priñglè
sprinkle,15218,SPRINKL,spriñklè
compromised,15219,KOMPROMUYZD,comprómîśèd
havel,15220,HAVEL,havél
gemma,15221,JEMA,ĝemmá
administering,15222,ADMINISTERING,administériñg0
garvey,15223,GARVIY1,gār#vêy0
casey,15224,KEYSIY,câsêy0
seismic,15225,SUYZMIK,sèîśmic
obsessive,15226,OBSESIV,óbsessivè
suggestive,15227,SUGJESTIV,sugĝestivè
inactive,15228,INAKTIV,inactivè
artwork,15229,ARTWURK,ār#twòŕk
grasses,15230,GRASIZ,grassėś
suez,15231,SOOEZ,süez
smear,15232,SMIA,smėàŕ
robes,15233,ROEBZ,rôbèś
adhered,15234,ADHIRD,adhėrèd
preferential,15235,PREFERENKHAL,preférenťìál
compaq,15236,KOMPAK,compaq
quebec,15237,KWEBEK,qυébec
farce,15239,FARS,fār#çè
reinforces,15240,RIYINFAWSIZ,rêinfør#çėś
glowed,15241,GLOED,glôw0èd
confine,15242,KONFUYN,cónfînè
microprocessor,15243,MUYKROEPROSESA,mîcrôproçessòŕ
dodgy,15244,DODGIY,dodgý
evoke,15245,IVOEK,ėvôkè
weighs,15246,WAEZ2,weĩg0ħś
elaborated,15247,ILABOREYTED,ėlabórâtéd
fieldwork,15248,FIYLDWURK,fìêldwòŕk
blinking,15249,BLINKING,bliñkiñg0
circulate,15250,SURKUELEYT,çìŕcûlâtè
intermediary,15251,INTURMIYDIYERIY,intèŕmêdïãrý
substituting,15252,SUBSTITOOTING,substitütiñg0
perennial,15253,PERENIYAL,pérennïál
edging,15254,EDJING,edĝiñg0
stricken,15255,STRIKEN,strick0én
eloquent,15256,ELOKWENT,elóqυént
dawned,15257,DAWND,dåw0nèd
funerals,15259,FUENERALZ,fûnerálś
constructs,15260,KONSTRUKTS,cónstructs
intruder,15261,INTROODA,intrüdèŕ
lighthouse,15262,LUYTHOWS,lîg0ħthõùsè
externally,15263,IKSTURNALIY,ėxtèŕnállý
payne,15264,PAEN,pãýnè
precaution,15266,PRIYKAWSHN,prêcåùţìòn
overhaul,15267,OEVURHAWL,ôvèŕhåùl
believer,15268,BELIYVA,bélìêvèŕ
persists,15270,PURSISTS,pèŕsists
unfairly,15271,UNFEURLIY,unfãìŕlý
ibrox,15272,UYBROKS,îbrox
yemen,15273,YEMEN,yemén
countenance,15274,KOWNTENANS,cõùnténánçè
vera,15275,VERA,verá
totals,15276,TOETALZ,tôtálś
eton,15277,IYTON1,êtón
southport,15278,SOWTHPAWT,sõùπħpør#t
alternating,15279,AWLTURNEYTING,åltèŕnâtiñg0
periphery,15280,PERIFERIY,périþħérý
digits,15281,DIJITS,diĝíts
childcare,15282,KHUYLDKEA,ĉħîldcãŕè
comforted,15283,KOMFURTID,cómfòŕtėd
chick,15284,KHIK,ĉħick0
chronology,15285,KRONOLOJIY,cħrónolóĝý
stein,15286,STUYN,stèîn
palette,15287,PALET1,paléttè
armenia,15288,ARMIYNIYA,ār#mênïá
californian,15289,KALIFAWNYAN,califør#nĩán
sybil,15291,SIBIL,sẏbil
shipments,15292,SHIPMENTS,ŝħipménts
sharper,15294,SHARPA,ŝħār#pèŕ
alastair,15296,ALASTEA,alástãìŕ
gwen,15297,GWEN,gwen
dessert,15298,DIZZURT,dėśśèŕt
dismissive,15300,DISMISIV,dismissivè
rem,15301,REM,rem
activate,15302,AKTIVEYT,actívâtè
roe,15303,ROE4,rôè
diligence,15304,DILIJENS,dilíĝénçè
railings,15305,REYLINGZ,râìliñg0ś
margarine,15306,MARJARIN,mār#ĝárínè
clamped,15307,KLAMPT,clampèð
horticultural,15308,HAWTIKULKHURAL,hør#tículťúrál
violated,15309,VUYOLEYTID,vîólâtėd
justifiable,15310,JUSTIFUYABL,justífîáblè
turbo,15311,TURBOE1,tùŕbô
acquainted,15314,AKKWEYNTID,ácqυâìntėd
depleted,15315,DIPLIYTID,dėplêtėd
lorna,15317,LAWNA,lør#ná
informix,15318,INFAWMIKS,infør#mix
witchcraft,15319,WITKHRAFT,witĉħc0raft
tiller,15320,TILA,tillèŕ
pathological,15321,PATHOLOJIKAL,paπħóloĝicál
elasticity,15322,IYLASTISITIY,êlastiçítý
rigidly,15323,RIJIDLIY,riĝidlý
persia,15324,PURSHIA,pèŕŝiá
apex,15325,EYPEKS,âpex
watercolours,15326,WAWTURKULAZ,wåtèŕcőlòùŕś
coasts,15327,KOESTS,côàsts
buffalo,15328,BUFALOE,buffálô
waitress,15329,WEYTRES,wâìtréss
munro,15330,MUNROE1,munrô
drake,15332,DREYK,drâkè
gazette,15333,GAZET,gázettè
complacent,15334,KOMPLEYSENT,cómplâçént
renwick,15335,RENWIK,renwick0
reptiles,15336,REPTUYLZ,reptîlèś
archers,15337,ARKHAZ,ār#ĉħèŕś
culmination,15338,KULMINEYSHN,culmínâţìòn
donovan,15339,DONOVAN,donóván
griffin,15340,GRIFIN,griffin
schoolgirl,15341,SKOOLGURL,scħöòlgìŕl
schoolgirls,15341,SKOOLGURLZ,scħöòlgìŕlś
grassland,15343,GRASLAND,grassland
malik,15344,MALIK,malik
ella,15345,ELA,ellá
abide,15346,ABUYD,ábîdè
contenders,15347,KONTENDAZ,cóntendèŕś
villain,15348,VILAIN,villaín
stainless,15349,STEYNLES,stâìnléss
unison,15350,UENISON,ûnísón
scrapped,15351,SKRAPT,scrappèð
bonding,15352,BONDING,bondiñg0
bunker,15353,BUNKA,buñkèŕ
fiji,15354,FIYJIY,fïjï
groves,15355,GROEVZ,grôvèś
afghan,15356,AFGAN,afgħan
charismatic,15357,KARIZMATIK,cħariśmatic
embroidery,15358,EMBROIDERIY,embrσìdérý
demons,15359,DIYMONZ,dêmónś
diocesan,15361,DUYOSESAN,dîoçésán
sipping,15362,SIPING,sippiñg0
hem,15363,HEM,hem
misconduct,15364,MISKONDUKT,misconduct
lading,15365,LEYDING,lâdiñg0
copenhagen,15366,KOEPENHEYGEN,côpénhâgén
repeal,15367,RIPIYL,rėpêàl
regrets,15368,RIGRETS,rėgrets
inconvenient,15369,INKONVIYNYENT,incónvênĩént
eerie,15370,IERIY,ėérìê
hierarchies,15372,HUYRARKIYZ,hîèrār#cħìêś
inversion,15374,INVURSHON,invèŕŝìón
gearing,15375,GIARING,gėáriñg0
requisite,15376,REKWIZIT,reqυíśítè
flare,15377,FLEA2,flãŕè
researching,15378,RISURKHING,rėsèàŕĉħiñg0
strapped,15379,STRAPT,strappèð
grotesque,15380,GROETESK,grôtesqùè
blush,15382,BLUSH,bluŝħ
endurance,15383,ENDURANS,endúránçè
platinum,15384,PLATINUM,platinum
deceived,15385,DISIYVD,dėçêìvèd
booze,15386,BOOZ1,böòzè
secretarial,15387,SEKRETERIYAL,secrétã#rïál
hutton,15388,HUTON,huttón
terrestrial,15389,TERESTRIYAL,térrestrïál
jamaican,15390,JAMEYKAN,jámâìcán
bargains,15391,BARGANZ,bār#gáìnś
confinement,15392,KONFUYNMENT,cónfînèmént
luminous,15393,LOOMINUS,lümínòús
proprietors,15394,PROPRUYETAZ,próprîétòŕś
peculiarly,15395,PIKUELYURLIY,pėcûlĩàŕlý
indistinguishable,15397,INDISTINGWISHABL,indistiñgυiŝħáblè
karate,15398,KARARTIY,kárātê
deference,15399,DEFRENS,defèrénçè
flask,15400,FLASK,flask
derivatives,15401,DERIVATIVZ,dérivátivèś
austere,15402,AWSTIR,åùstėrè
dove,15403,DOEV1,dôvè
dove,15403,DOEV2,dôvè
dove,15403,DUV,dővè
hides,15405,HUYDZ,hîdèś
miriam,15406,MIRIYAM,mirïám
rained,15408,REYND,râìnèd
tremendously,15409,TRIMENDUSLIY,trėmendòúslý
flattered,15410,FLATURD,flattèŕèd
grubby,15411,GRUBIY,grubbý
criticize,15412,KRITISUYZ2,critiçîzè
controllers,15413,KONTROELAZ,cóntrôllèŕś
stag,15414,STAG1,stag
subsidised,15416,SUBZIDUYZD,subśidîśèd
elsie,15417,ELSIY,elsìê
albanian,15418,ALBEYNIYAN,albânïán
apologize,15419,APOLOJUYZ2,ápolóĝîzè
infinity,15420,INFINITIY,infinítý
thwarted,15421,THWAWTID,πħwår0tėd
trident,15422,TRUYDENT,trîdént
lofty,15423,LOFTIY,loftý
cavalier,15424,KAVALIR,caválièr
theresa,15425,TEREYSA,tħérĕsá
bartholomew,15426,BARTHOLOMOOW,bār#πħolómëw
bulging,15427,BULJING,bulĝiñg0
bukharin,15429,BUKHURIN,bukhàŕin
ledger,15431,LEDJA,ledĝèŕ
fasting,15434,FASTING,fastiñg0
exasperation,15435,EKSASPEREYSHN,exaspérâţìòn
snorted,15436,SNAWTID,snør#tėd
hayes,15437,HAEZ1,hãýèś
transcript,15438,TRANSKRIPT,transcript
seville,15439,SEVIL,sévillè
mainframes,15440,MEYNFREYMZ,mâìnfrâmèś
henri,15441,ENRIY,ħénrï
commonest,15442,KOMONEST,commónest
mingled,15443,MINGLD,miñglèd
cons,15444,KONZ,conś
victorious,15445,VIKTAWIYUS,victørïòús
liquids,15446,LIKWIDZ,liqυidś
applauded,15447,APLAWDID,ápplåùdėd
standpoint,15448,STANDPOINT,standpσìnt
plumage,15449,PLOOMAJ,plümáĝè
freehold,15452,FRIYHOELD,frêèhôld
blindly,15453,BLUYNDLIY,blîndlý
aspiring,15454,ASPUYRING,áspîriñg0
systemic,15456,SISTEMIK,sẏstemic
hovered,15457,HOVURD,hóvèŕèd
avenues,15458,AVENOOZ,avénüèś
sap,15459,SAP,sap
taxis,15460,TAKSIYZ,taxïś
declines,15461,DIKLUYNZ,dėclînèś
repercussions,15462,RIYPURKUSHSHNZ,rêpèŕcuŝŝìònś
platt,15463,PLAT,platt
emergencies,15464,IMURJENSIYZ,ėmèŕĝénçìêś
tranquil,15465,TRANGKWIL,trañqυíl
tranquilly,15465,TRANGKWILIY,trañqυíl0lý
granddad,15466,GRANDAD1,granddad
incubation,15467,INGKUEBEYSHN,iñcûbâţìòn
flanks,15468,FLANKS,flañks
incest,15469,INSEST,inçest
inflated,15470,INFLEYTID,inflâtėd
acquaintances,15471,AKKWEYNTANSIZ,ácqυâìntánçėś
artemis,15472,ARTEMIS,ār#témis
polishing,15473,POLISHING,poliŝħiñg0
weddings,15474,WEDINGZ,weddiñg0ś
researched,15475,RISURKHT,rėsèàŕĉħèð
kingdoms,15476,KINGDOMZ,kiñg0dómś
foreground,15477,FAWGROWND,før#ègrõùnd
inferences,15478,INFERENSIZ,inférençėś
portland,15479,PAWTLAND,pør#tlánd
bemused,15480,BIMUEZD,bėmûśèd
oversee,15482,OEVURSIY,ôvèŕsêè
monasteries,15483,MONASTERIYZ,monásterìêś
spraying,15484,SPREYYING,sprâyiñg0
grading,15485,GREYDING,grâdiñg0
yelling,15486,YELING,yelliñg0
kurt,15487,KURT1,kùŕt
aug,15488,AWG,åùg
watery,15489,WAWTERIY,wåtérý
tuning,15490,TOONING,tüniñg0
constipation,15491,KONSTIPEYSHN,constípâţìòn
raft,15492,RAFT,raft
modifying,15493,MODIFUYING,modífŷiñg0
heed,15494,HIYD,hêèd
heedless,15494,HIYDLES,hêèdléss
heedlessness,15494,HIYDLESNES,hêèdléssnéss
dilemmas,15495,DILEMAZ,dílemmáś
unmarked,15496,UNMARKT,unmār#kèð
juniors,15497,JOONYAZ,jünĩòŕś
clapped,15498,KLAPT,clappèð
ombudsman,15500,OMBUDZMAN,ombudśmán
lyle,15501,LUYL,lŷlè
cute,15502,KUET,cûtè
jagged,15503,JAGD,jaggèd
randolph,15504,RANDOLF,randolþħ
ills,15505,ILZ,illś
mince,15506,MINS,minçè
alloy,15507,ALOI,allσy0
aerobics,15509,EROEBIKS,àérôbics
accelerating,15510,AKSELEREYTING,acçelérâtiñg0
fin,15511,FIN2,fin
healed,15512,HIYLD1,hêàlèd
forbid,15513,FURBID,fòŕbid
titled,15514,TUYTLD,tîtlèd
anthem,15515,ANTHEM,anπħém
exchanging,15516,IKSKHEYNJING,ėxĉħânĝiñg0
alf,15517,ALF,alf
clashed,15518,KLASHT,claŝħèð
mechanic,15519,MEKANIK,mécħanic
deepening,15520,DIYPENING,dêèpéniñg0
interpersonal,15521,INTURPURSONAL,intèŕpèŕsónál
frenzy,15522,FRENZIY,frenzý
originality,15523,ORIJINALITIY,óriĝínalitý
cervical,15525,SURVIKAL,çèŕvícál
horrendous,15526,HORENDUS,hórrendòús
nationalities,15527,NASHNALITIYZ,naţìònalitìêś
kyle,15528,KUYL,kŷlè
motorbike,15529,MOETURBUYK,môtòŕbîkè
uncompromising,15530,UNKOMPROMUYZING,uncomprómîśiñg0
pentagon,15531,PENTAGON,pentágon
preach,15532,PRIYKH,prêàĉħ
tiring,15533,TUYRING,tîriñg0
untiring,15533,UNTUYRING,untîriñg0
resin,15534,REZIN,reśín
apprehensive,15535,APRIHENSIV,apprėhensivè
computed,15536,KOMPUETID,cómpûtėd
mantelpiece,15538,MANTELPIYS,mantélpìêçè
stupidity,15539,STOOPIDITIY,stüpiditý
outspoken,15540,OWTSPOEKEN,õùtspôkén
epithelium,15541,EPITHIYLIUM,epiπħêlium
sweetness,15542,SWIYTNES,swêètnéss
rake,15543,REYK,râkè
trophies,15544,TROEFIYZ,trôþħìêś
unwittingly,15545,UNWITINGLIY,unwittiñg0lý
polled,15546,POELD,pôllèd
vomiting,15547,VOMITING,vomítiñg0
disgraceful,15548,DISGREYSFUL,disgrâçèful
howling,15549,HOWLING,hõw0liñg0
olympia,15550,OELIMPIYA,ôlẏmpïá
bathed,15551,BEYTHD,bâτħèd
hebrides,15553,HEBRIDIYZ,hebridêś
reactionary,15554,RIYAKSHNERIY,rêacţìònãrý
slum,15555,SLUM,slum
deduced,15556,DIDOOST,dėdüçèð
mediation,15557,MIYDIYEYSHN,mêdïâţìòn
ups,15558,UPS,ups
blot,15559,BLOT,blot
plato,15560,PLEYTOE,plâtô
troy,15561,TROI,trσy0
herefordshire,15562,HEREFODSHA,heréfór0dŝħìŕè
puff,15563,PUF,puff
subconscious,15564,SUBKONSHUS,subconŝc0ìòús
polythene,15565,POLITHIYN,polẏπħênè
sincerity,15566,SINSERITIY,sinçerítý
cartridge,15567,KARTRIDJ,cār#tridĝè
hepatic,15568,HEPATIK,hépatic
nuclei,15569,NOOKLIYUY,nüclêî
woody,15570,WUUDIY1,wōòdý
delicacy,15571,DELIKASIY,delícáçý
figs,15572,FIGZ,figś
competed,15573,KOMPIYTID,cómpêtėd
drab,15574,DRAB,drab
botham,15575,BOTHAM,boπħám
murderers,15576,MURDERAZ,mùŕdérèŕś
plugs,15577,PLUGZ,plugś
quarries,15578,KWAWRIYZ,qυårrìêś
lends,15579,LENDZ,lendś
borrower,15580,BOROEWA,borrôwèŕ
abdomen,15581,ABDOMEN,abdómén
borrowings,15582,BOROEWINGZ,borrôwiñg0ś
conventionally,15583,KONVENSHNALIY,cónvenţìònállý
noah,15584,NOEA,nôáħ
nominations,15585,NOMINEYSHNZ,nomínâţìònś
boyle,15586,BOIL2,bσy0lè
reappeared,15587,RIYAPIURD,rêáppėàŕèd
bundestag,15588,BUNDESTAG,bundéstag
undergraduates,15589,UNDURGRADUEEYTS,undèŕgradûâtès
retribution,15590,RETRIBUESHN,retríbûţìòn
umpire,15591,UMPUYR,umpîrè
pitt,15592,PIT2,pitt
projecting,15593,PROJEKTING,prójectiñg0
orient,15594,AWIYENT,ørïent
overcrowding,15595,OEVURKROWDING,ôvèŕcrõw0diñg0
collided,15596,KOLUYDID,cóllîdėd
merton,15597,MURTON1,mèŕtón
spade,15598,SPEYD,spâdè
sane,15599,SEYN,sânè
holloway,15600,HOLOEWAE,hollôwãý
misty,15601,MISTIY,mistý
instructive,15602,INSTRUKTIV,instructivè
modestly,15603,MODESTLIY,modéstlý
decisively,15604,DISUYSIVLIY,dėçîsivèlý
icons,15605,UYKONZ,îconś
penelope,15606,PENELOPIY,pénelópê
rogue,15607,ROEG,rôgùè
therese,15609,THERIYS,πħerêsè
narrowing,15610,NAROEWING,narrôwiñg0
heaving,15611,HIYVING,hêàviñg0
paranoid,15613,PARANOID,paránσìd
ursula,15614,URSULA,ùŕsulá
pegs,15615,PEGZ,pegś
neurons,15616,NUURONZ,nèūronś
lovingly,15617,LUVINGLIY,lőviñg0lý
charlemagne,15618,SHARLEMEYN,ćħār#lémâg0nè
highlighting,15619,HUYLUYTING,hîg0ħlîg0ħtiñg0
concerted,15620,KONSURTID,cónçèŕtėd
alphabet,15621,ALFABET,alþħábet
leaks,15623,LIYKS1,lêàks
woo,15624,WOO1,wöò
hourly,15625,OWULIY,ħõúr0lý
genetics,15626,JENETIKS,ĝénetics
toad,15627,TOED1,tôàd
underwriting,15628,UNDERUYTING,underw0r0îtiñg0
demon,15629,DIYMON1,dêmón
climber,15630,KLUYMA1,clîmb0èŕ
truman,15631,TROOMAN,trümán
doctrines,15632,DOKTRINZ,doctrínèś
gem,15633,JEM1,ĝem
trait,15634,TREYT,trâìt
overcoat,15635,OEVURKOET,ôvèŕcôàt
bombardment,15636,BOMBARDMENT,bombār#dmént
yvonne,15638,IVON,ẏvonnè
synod,15639,SINOD,sẏnód
unspecified,15640,UNSPESIFUYD,unspeçífîèd
nellie,15641,NELIY1,nellìê
bonfire,15642,BONFUYR,bonfîrè
convincingly,15643,KONVINSINGLIY,cónvinçiñg0lý
font,15644,FONT,font
necessitated,15645,NESESITEYTED,néçessítâtéd
cleanliness,15646,KLENLIYNIS,cleànlïnėss
motherhood,15647,MUTHURHUUD,mőτħèŕhōòd
adulthood,15648,ADULTHUUD,ádulthōòd
timid,15649,TIMID,timid
endemic,15650,ENDEMIK,endemic
reputed,15651,RIPUETID,rėpûtėd
sexism,15652,SEKSIZM,sexiśm
blinded,15653,BLUYNDID,blîndėd
hype,15654,HUYP,hŷpè
scraping,15655,SKREYPING,scrâpiñg0
rump,15656,RUMP,rump
gladstone,15657,GLADSTOEN,gladstônè
gladly,15658,GLADLIY,gladlý
unreal,15659,UNRIYL,unrêàl
timbers,15660,TIMBAZ,timbèŕś
tiredness,15661,TUYRDNIS,tîrèdnėss
siblings,15662,SIBLINGZ,sibliñg0ś
choral,15663,KAWAL,cħørál
looms,15664,LOOMZ,löòmś
lowland,15665,LOELAND,lôw0land
tacit,15666,TASIT,taçit
amplification,15667,AMPLIFIKEYSHN,amplífícâţìòn
effluent,15668,EFLOOENT,efflüént
happiest,15669,HAPIYEST,happïést
flapping,15670,FLAPING,flappiñg0
puppet,15671,PUPET,puppét
believers,15672,BELIYVAZ,bélìêvèŕś
dictates,15673,DIKTEYTS,dictâtès
raided,15674,REYDID,râìdėd
admiralty,15675,ADMIRALTIY,admíráltý
poked,15676,POEKT,pôkèð
nouns,15677,NOWNZ,nõùnś
multilateral,15678,MULTILATERAL,multilaterál
specialise,15679,SPESIYALUYZ,speçïalîśè
franc,15681,FRANGK1,frañc
rollers,15682,ROELAZ,rôllèŕś
vacation,15683,VEYKEYSHN,vâcâţìòn
tramway,15684,TRAMWAE,tramwãý
informally,15685,INFAWMALIY,infør#mállý
tempt,15686,TEMPT,tempt
marcos,15687,MARKOES,mār#côs
preclude,15688,PRIKLOOD,prėclüdè
drawled,15689,DRAWLD,dråw0lèd
piazza,15690,PIYAZA,pïazzá
asians,15691,EYSHIANZ,âŝiánś
bumper,15692,BUMPA,bumpèŕ
tub,15693,TUB,tub
nonconformist,15694,NONKONFAWMIST,noncónfør#mist
servicemen,15695,SURVISMEN,sèŕvíçèmen
malawi,15696,MALARWIY,málāwï
regency,15697,RIYJENSIY,rêĝénçý
fluorescent,15698,FLUURESENT,flūòresc0ént
punishing,15699,PUNISHING,puniŝħiñg0
horne,15700,HAWN2,hør#nè
overgrown,15701,OEVURGROEN,ôvèŕgrôw0n
sinks,15702,SINKS,siñks
manure,15703,MANUUR,mánūrè
conveying,15704,KONVEYNG,cónveyìñg0
registering,15705,REJISTERING,reĝistériñg0
finch,15706,FINKH,finĉħ
dipping,15707,DIPING,dippiñg0
calorie,15708,KALURIY,calòŕìê
intimidation,15709,INTIMIDEYSHN,intimidâţìòn
fairs,15710,FEAZ,fãìŕś
bordeaux,15711,BAWDOE,bør#dèàu=x0
perch,15712,PURKH,pèŕĉħ
lambeth,15713,LAMBITH,lambėπħ
te,15714,TIY4,tê
refrigerator,15716,REFRIJEREYTA,réfriĝérâtòŕ
dispense,15717,DISPENS,dispensè
riley,15718,RUYLIY2,rîlêy0
smartly,15719,SMARTLIY,smār#tlý
bugs,15720,BUGZ,bugś
biologists,15721,BUYOLOJISTS,bîolóĝísts
testify,15723,TESTIFUY,testífŷ
sympathetically,15724,SIMPATHETIKLIY,sẏmpáπħeticàllý
reformist,15725,RIFAWMIST,rėfør#mist
khmer,15726,KMER,kħmer
detailing,15727,DITEYLING,dėtâìliñg0
voter,15728,VOETA,vôtèŕ
johnstone,15729,JONSTOEN,joħnstônè
relativity,15730,RELATIVITIY,relátivítý
grit,15731,GRIT,grit
aromatic,15733,EROMATIK,ãrómatic
entrances,15734,ENTRANSEZ,entránçéś
conducive,15735,KONDOOSIV,cóndüçivè
meticulous,15736,METIKUELUS,méticûlòús
zoe,15737,ZOEIY,zôê
monde,15738,MOND,mondè
marquis,15739,MARKIY1,mār#qùïs0
emitted,15740,IMITID,ėmittėd
pollock,15741,POLOK,pollóck0
equivalents,15742,IKWIVALENTS,ėqυiválénts
contractions,15743,KONTRAKSHNZ,cóntracţìònś
brickwork,15744,BRIKWURK,brick0wòŕk
bicycles,15745,BUYSIKLZ,bîçẏclèś
nagging,15746,NAGING,naggiñg0
geographic,15747,JIYOGRAFIK,ĝêógraþħic
asbestos,15748,ASBESTOS,asbestós
becker,15749,BEKA1,beck0èŕ
cumbersome,15750,KUMBURSUM,cumbèŕsőmè
bonanza,15751,BONANZA,bónanzá
growers,15752,GROEWAZ,grôwèŕś
darted,15754,DARTID,dār#tėd
inert,15755,INURT,inèŕt
quivering,15756,KWIVERING,qυivériñg0
merging,15757,MURJING,mèŕĝiñg0
taunton,15758,TAWNTON,tåùntón
grievous,15759,GRIYVUS,grìêvòús
celebrates,15760,SELEBREYTS,çelébrâtès
discovers,15761,DISKOVAZ,discóvèŕś
reconnaissance,15762,RIKONAISANS,rėconnaíssánçè
principals,15763,PRINSIPALZ,prinçípálś
palaces,15764,PALASIZ,paláçėś
freeing,15765,FRIYEING,frêeiñg0
amalgamated,15766,AMALGAMEYTID,ámalgámâtėd
blindness,15767,BLUYNDNES,blîndnéss
stuttgart,15768,SHTOOTGART,ŝtüttgār#t
ploy,15769,PLOI,plσy0
sauna,15770,SAWNA,såùná
peril,15771,PERIL,períl
exhausting,15772,IKSAWSTING,ėxħåùstiñg0
replacements,15773,RIPLEYSMENTS,rėplâçèménts
livery,15774,LIVERIY,livérý
smelling,15775,SMELING,smelliñg0
drip,15776,DRIP,drip
engineered,15777,ENJINIURD,enĝínėèŕèd
waugh,15778,WAW3,wåùg0ħ
investigative,15779,INVESTIGEYTIV,investígâtivè
rushdie,15780,RUSHDIY,ruŝħdìê
fringes,15781,FRINJIZ,frinĝėś
chanting,15782,KHANTING,ĉħantiñg0
stamping,15783,STAMPING,stampiñg0
adultery,15784,ADULTERIY,ádultérý
hayward,15785,HAEWURD,hãýwàŕd
drummer,15786,DRUMA,drummèŕ
shampoo,15787,SHAMPOO,ŝħampöò
somali,15788,SUMARLIY,sőmālï
uniformly,15790,UENIFAWMLIY,ûnífør#mlý
heaps,15791,HIYPS,hêàps
submitting,15792,SUBMITING,submittiñg0
joked,15793,JOEKT,jôkèð
distract,15794,DISTRAKT,distract
snarled,15795,SNARLD,snār#lèd
custard,15796,KUSTURD,custàŕd
remand,15797,RIMAND,rėmand
oswald,15798,AWZWAWLD,øśwåld
folklore,15799,FOEKLAW,fôl0klør#è
pauses,15800,PAWZIZ,påùśėś
hub,15801,HUB1,hub
discredited,15802,DISKREDITID,discreditėd
flurry,15803,FLURIY,flùŕr0ý
averaging,15804,AVRAJING,avèráĝiñg0
theo,15805,THIYOE,πħêô
milky,15806,MILKIY,milký
egalitarian,15807,IGALITERIYAN,ėgalítã#rïán
clicked,15808,KLIKT,click0èð
dinosaur,15809,DUYNOSAW,dînósåùr0
amplified,15810,AMPLIFUYD,amplífîèd
specialises,15811,SPESIYALUYZIZ,speçïalîśėś
dresser,15812,DRESA,dressèŕ
mona,15813,MOENA,môná
terminus,15814,TURMINUS,tèŕminus
plunging,15815,PLUNJING,plunĝiñg0
testator,15816,TESTEYTA,testâtòŕ
boon,15817,BOON1,böòn
hobbies,15818,HOBIYZ,hobbìêś
myriad,15819,MIRIYAD,mẏrïád
myriads,15819,MIRIYADZ,mẏrïádś
healey,15820,HIYLIY1,hêàlêy0
enshrined,15821,ENSHRUYND,enŝħrînèd
cobalt,15822,KOEBAWLT,côbålt
discernible,15823,DISURNIBL,disc0èŕníblè
cite,15824,SUYT3,çîtè
vectors,15825,VEKTAZ,vectòŕś
manned,15826,MAND,mannèd
tech,15827,TEK2,tecħ
shamir,15828,SHAMIR,ŝħámir
nash,15829,NASH,naŝħ
brittany,15830,BRITANIY,brittáný
gleamed,15831,GLIYMD,glêàmèd
pals,15832,PALZ,palś
favouring,15833,FEYVURING,fâvòúriñg0
messing,15834,MESING,messiñg0
pilkington,15835,PILKINGTON,pilkiñg0tón
uncontrolled,15836,UNKONTROELD,uncóntrôllèd
rarity,15840,RERITIY,rãrítý
dissidents,15841,DISIDENTS,dissídénts
pronounce,15842,PRONOWNS,prónõùnçè
mugs,15843,MUGZ,mugś
bollocks,15844,BOLOKS,bollóck0s
mall,15845,MAWL1,mål0l
klein,15846,KLUYN1,klèîn
angling,15848,ANGLING,añgliñg0
windsurfing,15849,WINDSURFING,windsùŕfiñg0
scriptures,15850,SKRIPTUEAZ,scriptûŕèś
crilly,15851,KRILIY,crillý
